uuid|season|g_type|date|team1|team2|year|month|day|t1_loc|t1_sea_g_played|t1_sea_g_played_h|t1_sea_g_played_a|t1_rest_day|t1_b2b|t2_loc|t2_sea_g_played|t2_sea_g_played_h|t2_sea_g_played_a|t2_rest_day|t2_b2b|league
9833|202021|2|2021-04-14|CHO|CLE|2021|4|3|Home|51|24|27|0|1|Away|54|26|28|2|0|NBA
3505|201516|2|2016-02-27|PHO|MEM|2016|2|6|Home|59|32|27|1|0|Away|58|30|28|0|1|NBA
3546|201516|2|2016-03-04|LAL|ATL|2016|3|5|Home|63|28|35|1|0|Away|62|31|31|2|0|NBA
6138|201718|2|2018-02-24|GSW|OKC|2018|2|6|Home|60|31|29|1|0|Away|61|30|31|1|0|NBA
5855|201718|2|2018-01-09|LAL|SAC|2018|1|2|Home|40|22|18|1|0|Away|40|19|21|0|1|NBA
5792|201718|2|2017-12-31|BOS|BRK|2017|12|7|Home|40|21|19|2|0|Away|36|17|19|1|0|NBA
10964|202122|2|2022-02-02|NYK|MEM|2022|2|3|Home|52|28|24|1|0|Away|54|28|26|1|0|NBA
5652|201718|2|2017-12-12|BRK|WAS|2017|12|2|Home|26|13|13|2|0|Away|27|11|16|2|0|NBA
3064|201516|2|2015-12-23|PHO|DEN|2015|12|3|Home|31|16|15|1|0|Away|29|14|15|0|1|NBA
5085|201617|2|2017-04-01|MIN|SAC|2017|4|6|Home|75|39|36|1|0|Away|77|38|39|0|1|NBA
3127|201516|2|2016-01-02|CLE|ORL|2016|1|6|Home|31|15|16|3|0|Away|34|18|16|0|1|NBA
4919|201617|2|2017-03-11|DAL|PHO|2017|3|6|Home|65|35|30|0|1|Away|66|33|33|1|0|NBA
9630|202021|2|2021-03-19|ORL|BRK|2021|3|5|Home|41|22|19|0|1|Away|42|22|20|1|0|NBA
7434|201819|2|2019-02-21|BRK|POR|2019|2|4|Home|60|31|29|3|0|Away|58|32|26|3|0|NBA
6241|201718|2|2018-03-10|CHO|PHO|2018|3|6|Home|67|36|31|1|0|Away|68|33|35|1|0|NBA
7916|201920|2|2019-10-27|LAL|CHO|2019|10|7|Home|3|2|1|1|0|Away|3|2|1|1|0|NBA
6115|201718|2|2018-02-14|ORL|CHO|2018|2|3|Home|57|27|30|1|0|Away|57|30|27|2|0|NBA
4937|201617|2|2017-03-13|DEN|LAL|2017|3|1|Home|67|35|32|1|0|Away|67|31|36|0|1|NBA
11044|202122|2|2022-02-13|IND|MIN|2022|2|7|Home|58|30|28|1|0|Away|57|26|31|1|0|NBA
1886|201415|2|2015-01-13|IND|MIN|2015|1|2|Home|40|18|22|2|0|Away|37|19|18|2|0|NBA
10234|202122|2|2021-10-25|ATL|DET|2021|10|1|Home|3|2|1|1|0|Away|3|1|2|1|0|NBA
8357|201920|2|2019-12-28|MIA|PHI|2019|12|6|Home|32|16|16|0|1|Away|35|18|17|0|1|NBA
8555|201920|2|2020-01-24|NYK|TOR|2020|1|5|Home|46|23|23|1|0|Away|45|23|22|1|0|NBA
11099|202122|2|2022-02-26|MIL|BRK|2022|2|6|Home|61|32|29|3|0|Away|61|29|32|1|0|NBA
9275|202021|2|2021-01-27|GSW|MIN|2021|1|3|Home|18|11|7|1|0|Away|17|9|8|1|0|NBA
72|201314|2|2013-11-07|MIA|LAC|2013|11|4|Home|6|3|3|1|0|Away|6|2|4|0|1|NBA
2439|201415|2|2015-04-01|POR|LAC|2015|4|3|Home|74|38|36|1|0|Away|76|38|38|0|1|NBA
2353|201415|2|2015-03-21|IND|BRK|2015|3|6|Home|69|35|34|0|1|Away|68|31|37|0|1|NBA
1543|201415|2|2014-11-28|BOS|CHI|2014|11|5|Home|13|8|5|3|0|Away|16|5|11|2|0|NBA
5684|201718|2|2017-12-16|CHO|POR|2017|12|6|Home|29|16|13|0|1|Away|29|15|14|0|1|NBA
9900|202021|2|2021-04-22|CHI|CHO|2021|4|4|Home|59|30|29|0|1|Away|55|25|30|1|0|NBA
1453|201415|2|2014-11-15|DAL|MIN|2014|11|6|Home|10|6|4|1|0|Away|9|3|6|0|1|NBA
7691|201819|2|2019-03-28|MIA|DAL|2019|3|4|Home|75|39|36|1|0|Away|75|37|38|1|0|NBA
7952|201920|2|2019-11-01|GSW|SAS|2019|11|5|Home|5|3|2|1|0|Away|5|3|2|0|1|NBA
11143|202122|2|2022-03-04|TOR|ORL|2022|3|5|Home|63|32|31|0|1|Away|64|29|35|1|0|NBA
2934|201516|2|2015-12-07|CHI|PHO|2015|12|1|Home|18|10|8|1|0|Away|22|10|12|0|1|NBA
2425|201415|2|2015-03-30|TOR|HOU|2015|3|1|Home|74|39|35|2|0|Away|74|37|37|0|1|NBA
4234|201617|2|2016-12-02|SAS|WAS|2016|12|5|Home|20|9|11|1|0|Away|18|10|8|1|0|NBA
3122|201516|2|2016-01-01|MIA|DAL|2016|1|5|Home|32|21|11|2|0|Away|33|15|18|1|0|NBA
5625|201718|2|2017-12-08|MEM|TOR|2017|12|5|Home|25|14|11|1|0|Away|23|10|13|2|0|NBA
10027|202021|2|2021-05-08|DEN|BRK|2021|5|6|Home|68|36|32|0|1|Away|67|32|35|1|0|NBA
10289|202122|2|2021-11-01|CHO|CLE|2021|11|1|Home|8|4|4|0|1|Away|8|2|6|1|0|NBA
8884|201920|2|2020-08-05|ORL|TOR|2020|8|3|Home|69|33|36|0|1|Away|67|33|34|1|0|NBA
10761|202122|2|2022-01-06|NOP|GSW|2022|1|4|Home|39|19|20|1|0|Away|38|20|18|0|1|NBA
4248|201617|2|2016-12-04|OKC|NOP|2016|12|7|Home|21|13|8|3|0|Away|21|11|10|1|0|NBA
6502|201718|4|2018-04-19|MIA|PHI|2018|4|4|Home|85|42|43|2|0|Away|85|43|42|2|0|NBA
9261|202021|2|2021-01-25|CHI|BOS|2021|1|1|Home|17|7|10|1|0|Away|16|7|9|0|1|NBA
7501|201819|2|2019-03-01|TOR|POR|2019|3|5|Home|63|33|30|2|0|Away|62|32|30|1|0|NBA
1723|201415|2|2014-12-21|OKC|NOP|2014|12|7|Home|28|13|15|1|0|Away|27|12|15|0|1|NBA
8339|201920|2|2019-12-26|BRK|NYK|2019|12|4|Home|30|15|15|3|0|Away|32|16|16|2|0|NBA
11305|202122|2|2022-03-26|POR|HOU|2022|3|6|Home|74|38|36|0|1|Away|75|36|39|0|1|NBA
768|201314|2|2014-02-11|CHA|DAL|2014|2|2|Home|52|26|26|2|0|Away|53|26|27|1|0|NBA
8037|201920|2|2019-11-13|MIN|SAS|2019|11|3|Home|11|5|6|1|0|Away|11|7|4|1|0|NBA
1160|201314|2|2014-04-08|SAC|OKC|2014|4|2|Home|78|39|39|1|0|Away|77|39|38|1|0|NBA
4013|201617|2|2016-11-03|MIL|IND|2016|11|4|Home|5|3|2|1|0|Away|5|2|3|1|0|NBA
10757|202122|2|2022-01-05|POR|MIA|2022|1|3|Home|37|22|15|1|0|Away|39|16|23|1|0|NBA
605|201314|2|2014-01-20|ATL|MIA|2014|1|1|Home|40|21|19|3|0|Away|41|19|22|1|0|NBA
10775|202122|2|2022-01-08|DET|ORL|2022|1|6|Home|38|18|20|1|0|Away|40|16|24|2|0|NBA
10310|202122|2|2021-11-03|SAS|DAL|2021|11|3|Home|8|4|4|1|0|Away|8|4|4|0|1|NBA
3500|201516|2|2016-02-27|CHI|POR|2016|2|6|Home|58|30|28|0|1|Away|59|31|28|1|0|NBA
1999|201415|2|2015-01-28|CLE|POR|2015|1|3|Home|47|25|22|0|1|Away|46|25|21|3|0|NBA
7623|201819|2|2019-03-18|SAS|GSW|2019|3|1|Home|71|36|35|1|0|Away|69|34|35|1|0|NBA
191|201314|2|2013-11-23|IND|PHI|2013|11|6|Home|13|7|6|0|1|Away|15|9|6|0|1|NBA
2664|201516|2|2015-10-31|LAC|SAC|2015|10|6|Home|3|2|1|1|0|Away|3|2|1|0|1|NBA
2380|201415|2|2015-03-25|DEN|PHI|2015|3|3|Home|72|36|36|2|0|Away|72|36|36|0|1|NBA
7605|201819|2|2019-03-16|OKC|GSW|2019|3|6|Home|70|33|37|1|0|Away|68|34|34|2|0|NBA
10301|202122|2|2021-11-03|BRK|ATL|2021|11|3|Home|8|6|2|2|0|Away|8|3|5|1|0|NBA
2024|201415|2|2015-01-31|DET|HOU|2015|1|6|Home|48|24|24|2|0|Away|48|23|25|0|1|NBA
7105|201819|2|2018-12-30|MIA|MIN|2018|12|7|Home|35|19|16|1|0|Away|36|18|18|1|0|NBA
5922|201718|2|2018-01-19|BRK|MIA|2018|1|5|Home|46|25|21|1|0|Away|45|21|24|1|0|NBA
8573|201920|2|2020-01-27|DET|CLE|2020|1|1|Home|48|25|23|1|0|Away|47|23|24|1|0|NBA
6890|201819|2|2018-11-30|LAL|DAL|2018|11|5|Home|22|12|10|0|1|Away|20|10|10|1|0|NBA
3622|201516|2|2016-03-14|OKC|POR|2016|3|1|Home|67|36|31|1|0|Away|68|33|35|1|0|NBA
11058|202122|2|2022-02-15|NOP|MEM|2022|2|2|Home|58|29|29|0|1|Away|59|29|30|2|0|NBA
4900|201617|2|2017-03-08|MIL|NYK|2017|3|3|Home|63|34|29|1|0|Away|65|32|33|1|0|NBA
3140|201516|2|2016-01-03|WAS|MIA|2016|1|7|Home|32|17|15|1|0|Away|33|21|12|1|0|NBA
11085|202122|2|2022-02-25|IND|OKC|2022|2|5|Home|61|32|29|3|0|Away|60|29|31|0|1|NBA
13|201314|2|2013-10-30|PHO|POR|2013|10|3|Home|1|1|0|-1|-1|Away|1|0|1|-1|-1|NBA
6322|201718|2|2018-03-21|MIA|NYK|2018|3|3|Home|72|35|37|1|0|Away|72|35|37|1|0|NBA
3154|201516|2|2016-01-05|LAL|GSW|2016|1|2|Home|36|14|22|1|0|Away|35|17|18|0|1|NBA
7326|201819|2|2019-01-30|NOP|DEN|2019|1|3|Home|52|24|28|0|1|Away|50|26|24|1|0|NBA
2803|201516|2|2015-11-18|SAS|DEN|2015|11|3|Home|11|5|6|1|0|Away|12|5|7|0|1|NBA
3753|201516|2|2016-03-31|HOU|CHI|2016|3|4|Home|76|37|39|1|0|Away|75|38|37|1|0|NBA
691|201314|2|2014-01-31|MIN|MEM|2014|1|5|Home|46|22|24|1|0|Away|45|25|20|1|0|NBA
8839|201920|2|2020-03-10|GSW|LAC|2020|3|2|Home|65|34|31|2|0|Away|64|32|32|1|0|NBA
7146|201819|2|2019-01-05|MIL|TOR|2019|1|6|Home|38|22|16|0|1|Away|41|19|22|1|0|NBA
8901|201920|2|2020-08-08|DEN|UTA|2020|8|6|Home|70|36|34|1|0|Away|70|33|37|0|1|NBA
10707|202122|2|2021-12-29|SAC|DAL|2021|12|3|Home|36|20|16|0|1|Away|34|16|18|1|0|NBA
10103|202021|4|2021-05-18|BOS|WAS|2021|5|2|Home|73|37|36|1|0|Away|73|36|37|1|0|NBA
8136|201920|2|2019-11-27|HOU|MIA|2019|11|3|Home|18|9|9|2|0|Away|17|7|10|1|0|NBA
10171|202021|4|2021-06-17|MIL|BRK|2021|6|4|Home|82|41|41|1|0|Away|82|41|41|1|0|NBA
10347|202122|2|2021-11-08|SAC|PHO|2021|11|1|Home|11|6|5|0|1|Away|9|6|3|1|0|NBA
4324|201617|2|2016-12-14|ORL|LAC|2016|12|3|Home|27|13|14|0|1|Away|26|13|13|1|0|NBA
1241|201314|4|2014-04-22|CHI|WAS|2014|4|2|Home|84|43|41|1|0|Away|84|41|43|1|0|NBA
10252|202122|2|2021-10-27|NOP|ATL|2021|10|3|Home|5|2|3|1|0|Away|4|2|2|1|0|NBA
1976|201415|2|2015-01-25|ATL|MIN|2015|1|7|Home|45|23|22|1|0|Away|43|21|22|1|0|NBA
3537|201516|2|2016-03-02|TOR|UTA|2016|3|3|Home|59|28|31|2|0|Away|60|31|29|1|0|NBA
9450|202021|2|2021-02-19|LAC|UTA|2021|2|5|Home|31|16|15|1|0|Away|30|15|15|1|0|NBA
8082|201920|2|2019-11-20|BRK|CHO|2019|11|3|Home|14|7|7|1|0|Away|15|7|8|1|0|NBA
10031|202021|2|2021-05-08|POR|SAS|2021|5|6|Home|68|34|34|0|1|Away|67|33|34|0|1|NBA
11120|202122|2|2022-03-01|WAS|DET|2022|3|2|Home|61|32|29|2|0|Away|62|30|32|1|0|NBA
8992|201920|4|2020-09-06|LAL|HOU|2020|9|7|Home|78|40|38|1|0|Away|81|40|41|1|0|NBA
3758|201516|2|2016-04-01|ATL|CLE|2016|4|5|Home|77|38|39|1|0|Away|76|38|38|0|1|NBA
461|201314|2|2013-12-31|HOU|SAC|2013|12|2|Home|34|18|16|1|0|Away|30|17|13|1|0|NBA
9077|202021|2|2020-12-30|BOS|MEM|2020|12|3|Home|5|3|2|0|1|Away|4|2|2|1|0|NBA
4068|201617|2|2016-11-11|CHO|TOR|2016|11|5|Home|8|5|3|1|0|Away|8|5|3|1|0|NBA
9310|202021|2|2021-01-31|TOR|ORL|2021|1|7|Home|20|11|9|1|0|Away|21|10|11|1|0|NBA
4301|201617|2|2016-12-11|DET|PHI|2016|12|7|Home|26|12|14|1|0|Away|24|15|9|2|0|NBA
8159|201920|2|2019-11-30|HOU|ATL|2019|11|6|Home|19|10|9|2|0|Away|20|9|11|0|1|NBA
5783|201718|2|2017-12-29|TOR|ATL|2017|12|5|Home|34|14|20|1|0|Away|35|17|18|1|0|NBA
6962|201819|2|2018-12-10|GSW|MIN|2018|12|1|Home|28|14|14|2|0|Away|27|15|12|1|0|NBA
6615|201819|2|2018-10-22|UTA|MEM|2018|10|1|Home|3|2|1|2|0|Away|3|1|2|2|0|NBA
2312|201415|2|2015-03-16|MEM|DEN|2015|3|1|Home|67|33|34|1|0|Away|68|35|33|0|1|NBA
95|201314|2|2013-11-10|NYK|SAS|2013|11|7|Home|6|4|2|1|0|Away|7|3|4|1|0|NBA
4022|201617|2|2016-11-04|TOR|MIA|2016|11|5|Home|5|4|1|1|0|Away|5|3|2|2|0|NBA
4806|201617|2|2017-02-24|LAC|SAS|2017|2|5|Home|58|27|31|0|1|Away|57|25|32|3|0|NBA
10059|202021|2|2021-05-12|ATL|WAS|2021|5|3|Home|70|34|36|1|0|Away|70|34|36|1|0|NBA
10969|202122|2|2022-02-03|DET|MIN|2022|2|4|Home|51|25|26|1|0|Away|52|25|27|1|0|NBA
1133|201314|2|2014-04-04|HOU|OKC|2014|4|5|Home|75|38|37|1|0|Away|75|39|36|0|1|NBA
9063|202021|2|2020-12-28|BRK|MEM|2020|12|1|Home|4|2|2|0|1|Away|3|2|1|1|0|NBA
4590|201617|2|2017-01-20|LAL|IND|2017|1|5|Home|47|24|23|2|0|Away|42|21|21|1|0|NBA
4531|201617|2|2017-01-12|BRK|NOP|2017|1|4|Home|38|20|18|1|0|Away|40|21|19|2|0|NBA
3343|201516|2|2016-01-31|DAL|PHO|2016|1|7|Home|50|23|27|1|0|Away|49|23|26|1|0|NBA
6246|201718|2|2018-03-11|ATL|CHI|2018|3|7|Home|67|35|32|1|0|Away|66|33|33|1|0|NBA
740|201314|2|2014-02-07|IND|POR|2014|2|5|Home|49|26|23|2|0|Away|50|24|26|1|0|NBA
9248|202021|2|2021-01-23|DAL|HOU|2021|1|6|Home|16|5|11|0|1|Away|15|7|8|0|1|NBA
3762|201516|2|2016-04-01|MEM|TOR|2016|4|5|Home|76|39|37|1|0|Away|75|38|37|1|0|NBA
9482|202021|2|2021-02-23|NYK|GSW|2021|2|2|Home|32|15|17|1|0|Away|32|17|15|2|0|NBA
10798|202122|2|2022-01-11|MEM|GSW|2022|1|2|Home|43|23|20|1|0|Away|40|21|19|1|0|NBA
2367|201415|2|2015-03-23|CHI|CHO|2015|3|1|Home|72|37|35|1|0|Away|69|34|35|0|1|NBA
9621|202021|2|2021-03-18|PHO|MIN|2021|3|4|Home|39|21|18|2|0|Away|41|19|22|1|0|NBA
1318|201314|4|2014-06-12|MIA|SAS|2014|6|4|Home|101|51|50|1|0|Away|104|53|51|1|0|NBA
7286|201819|2|2019-01-24|WAS|GSW|2019|1|4|Home|47|24|23|2|0|Away|48|24|24|2|0|NBA
6854|201819|2|2018-11-25|BRK|PHI|2018|11|7|Home|21|9|12|1|0|Away|22|11|11|1|0|NBA
10428|202122|2|2021-11-19|MIL|OKC|2021|11|5|Home|16|7|9|1|0|Away|15|8|7|1|0|NBA
8816|201920|2|2020-03-06|PHO|POR|2020|3|5|Home|63|34|29|2|0|Away|64|30|34|1|0|NBA
8438|201920|2|2020-01-08|IND|MIA|2020|1|3|Home|38|20|18|1|0|Away|37|18|19|2|0|NBA
5634|201718|2|2017-12-09|CLE|PHI|2017|12|6|Home|27|14|13|0|1|Away|25|13|12|1|0|NBA
3488|201516|2|2016-02-25|PHO|BRK|2016|2|4|Home|58|31|27|2|0|Away|58|33|25|1|0|NBA
2218|201415|2|2015-03-04|IND|NYK|2015|3|3|Home|60|29|31|2|0|Away|60|30|30|0|1|NBA
4658|201617|2|2017-01-29|CLE|OKC|2017|1|7|Home|46|26|20|1|0|Away|48|22|26|2|0|NBA
4699|201617|2|2017-02-03|POR|DAL|2017|2|5|Home|51|25|26|2|0|Away|50|24|26|1|0|NBA
8032|201920|2|2019-11-12|UTA|BRK|2019|11|2|Home|11|6|5|0|1|Away|10|5|5|1|0|NBA
2254|201415|2|2015-03-08|ORL|BOS|2015|3|7|Home|64|32|32|1|0|Away|61|31|30|1|0|NBA
9270|202021|2|2021-01-26|HOU|WAS|2021|1|2|Home|16|8|8|2|0|Away|13|6|7|1|0|NBA
7669|201819|2|2019-03-24|TOR|CHO|2019|3|7|Home|74|38|36|1|0|Away|73|38|35|0|1|NBA
5404|201718|2|2017-11-07|CLE|MIL|2017|11|2|Home|11|7|4|1|0|Away|10|5|5|3|0|NBA
6151|201718|2|2018-02-26|ATL|LAL|2018|2|1|Home|61|31|30|2|0|Away|60|29|31|1|0|NBA
6435|201718|2|2018-04-05|UTA|LAC|2018|4|4|Home|79|40|39|1|0|Away|79|38|41|1|0|NBA
8979|201920|4|2020-08-30|UTA|DEN|2020|8|7|Home|78|38|40|3|0|Away|79|40|39|3|0|NBA
10595|202122|2|2021-12-12|POR|MIN|2021|12|7|Home|26|15|11|3|0|Away|27|16|11|1|0|NBA
7880|201920|2|2019-10-22|LAC|LAL|2019|10|2|Home|1|1|0|-1|-1|Away|1|0|1|-1|-1|NBA
11184|202122|2|2022-03-09|UTA|POR|2022|3|3|Home|65|33|32|1|0|Away|65|34|31|1|0|NBA
1278|201314|4|2014-05-03|OKC|MEM|2014|5|6|Home|89|45|44|1|0|Away|89|44|45|1|0|NBA
4784|201617|2|2017-02-15|DET|DAL|2017|2|3|Home|57|28|29|1|0|Away|56|28|28|1|0|NBA
2619|201415|4|2015-05-22|ATL|CLE|2015|5|5|Home|96|49|47|1|0|Away|94|46|48|1|0|NBA
358|201314|2|2013-12-16|CHI|ORL|2013|12|1|Home|23|11|12|1|0|Away|25|11|14|0|1|NBA
3217|201516|2|2016-01-14|GSW|LAL|2016|1|4|Home|40|19|21|0|1|Away|41|17|24|1|0|NBA
5170|201617|2|2017-04-12|MEM|DAL|2017|4|3|Home|82|41|41|2|0|Away|82|41|41|0|1|NBA
9040|202021|2|2020-12-25|MIA|NOP|2020|12|5|Home|2|1|1|1|0|Away|2|0|2|1|0|NBA
2501|201415|2|2015-04-10|NOP|PHO|2015|4|5|Home|79|40|39|1|0|Away|80|40|40|1|0|NBA
2475|201415|2|2015-04-07|MIA|CHO|2015|4|2|Home|78|38|40|1|0|Away|77|39|38|2|0|NBA
10617|202122|2|2021-12-15|SAC|WAS|2021|12|3|Home|29|14|15|1|0|Away|29|12|17|1|0|NBA
10982|202122|2|2022-02-04|UTA|BRK|2022|2|5|Home|53|27|26|1|0|Away|52|25|27|1|0|NBA
10437|202122|2|2021-11-20|NYK|HOU|2021|11|6|Home|16|9|7|2|0|Away|16|6|10|2|0|NBA
529|201314|2|2014-01-09|NYK|MIA|2014|1|4|Home|35|18|17|1|0|Away|36|19|17|1|0|NBA
10559|202122|2|2021-12-08|CHO|PHI|2021|12|3|Home|27|11|16|1|0|Away|25|10|15|1|0|NBA
5616|201718|2|2017-12-06|ORL|ATL|2017|12|3|Home|26|11|15|1|0|Away|24|11|13|1|0|NBA
6219|201718|2|2018-03-07|CHI|MEM|2018|3|3|Home|64|33|31|1|0|Away|64|33|31|1|0|NBA
4518|201617|2|2017-01-10|HOU|CHO|2017|1|2|Home|40|19|21|1|0|Away|39|19|20|2|0|NBA
9351|202021|2|2021-02-06|ATL|TOR|2021|2|6|Home|23|13|10|1|0|Away|23|11|12|0|1|NBA
3460|201516|2|2016-02-21|PHO|SAS|2016|2|7|Home|56|30|26|1|0|Away|56|28|28|1|0|NBA
9487|202021|2|2021-02-24|CLE|HOU|2021|2|3|Home|33|18|15|0|1|Away|30|12|18|1|0|NBA
1539|201415|2|2014-11-26|PHI|BRK|2014|11|3|Home|15|8|7|1|0|Away|14|6|8|3|0|NBA
11314|202122|2|2022-03-28|CHO|DEN|2022|3|1|Home|76|39|37|0|1|Away|76|37|39|1|0|NBA
7583|201819|2|2019-03-13|MIA|DET|2019|3|3|Home|67|35|32|2|0|Away|67|34|33|1|0|NBA
5445|201718|2|2017-11-12|IND|HOU|2017|11|7|Home|14|6|8|1|0|Away|14|6|8|0|1|NBA
5422|201718|2|2017-11-09|TOR|NOP|2017|11|4|Home|11|5|6|1|0|Away|12|4|8|1|0|NBA
8168|201920|2|2019-12-01|NOP|OKC|2019|12|7|Home|20|10|10|1|0|Away|19|10|9|1|0|NBA
7321|201819|2|2019-01-29|ORL|OKC|2019|1|2|Home|51|27|24|1|0|Away|50|24|26|1|0|NBA
3901|201516|4|2016-04-29|IND|TOR|2016|4|5|Home|88|44|44|2|0|Away|88|44|44|2|0|NBA
3735|201516|2|2016-03-28|TOR|OKC|2016|3|1|Home|73|37|36|1|0|Away|74|39|35|1|0|NBA
6048|201718|2|2018-02-05|LAC|DAL|2018|2|1|Home|52|28|24|1|0|Away|54|28|26|1|0|NBA
2970|201516|2|2015-12-11|PHO|POR|2015|12|5|Home|24|12|12|1|0|Away|24|10|14|2|0|NBA
2182|201415|2|2015-02-27|NOP|MIA|2015|2|5|Home|58|30|28|1|0|Away|57|26|31|1|0|NBA
2731|201516|2|2015-11-09|GSW|DET|2015|11|1|Home|8|5|3|1|0|Away|7|3|4|0|1|NBA
3276|201516|2|2016-01-22|BRK|UTA|2016|1|5|Home|44|24|20|1|0|Away|43|21|22|1|0|NBA
2001|201415|2|2015-01-28|MIN|BOS|2015|1|3|Home|45|22|23|1|0|Away|44|22|22|1|0|NBA
8186|201920|2|2019-12-04|BOS|MIA|2019|12|3|Home|20|8|12|2|0|Away|21|8|13|0|1|NBA
2321|201415|2|2015-03-17|NOP|MIL|2015|3|2|Home|67|35|32|1|0|Away|67|31|36|2|0|NBA
1773|201415|2|2014-12-28|DAL|OKC|2014|12|7|Home|32|17|15|1|0|Away|32|15|17|1|0|NBA
5260|201718|2|2017-10-18|DET|CHO|2017|10|3|Home|1|1|0|-1|-1|Away|1|0|1|-1|-1|NBA
3663|201516|2|2016-03-19|MEM|LAC|2016|3|6|Home|70|36|34|1|0|Away|68|34|34|2|0|NBA
7079|201819|2|2018-12-27|GSW|POR|2018|12|4|Home|36|20|16|1|0|Away|35|18|17|1|0|NBA
6386|201718|2|2018-03-30|DAL|MIN|2018|3|5|Home|76|39|37|1|0|Away|77|38|39|1|0|NBA
10018|202021|2|2021-05-07|CHO|ORL|2021|5|5|Home|64|32|32|0|1|Away|67|35|32|1|0|NBA
1052|201314|2|2014-03-24|OKC|DEN|2014|3|1|Home|70|36|34|2|0|Away|71|35|36|0|1|NBA
10225|202122|2|2021-10-23|POR|PHO|2021|10|6|Home|2|2|0|2|0|Away|3|1|2|0|1|NBA
9829|202021|2|2021-04-13|POR|BOS|2021|4|2|Home|54|28|26|1|0|Away|55|27|28|1|0|NBA
10734|202122|2|2022-01-03|BRK|MEM|2022|1|1|Home|35|19|16|1|0|Away|38|21|17|2|0|NBA
7934|201920|2|2019-10-30|BOS|MIL|2019|10|3|Home|4|2|2|3|0|Away|4|2|2|1|0|NBA
5602|201718|2|2017-12-04|PHI|PHO|2017|12|1|Home|23|12|11|1|0|Away|25|13|12|1|0|NBA
7047|201819|2|2018-12-22|HOU|SAS|2018|12|6|Home|32|15|17|1|0|Away|34|18|16|0|1|NBA
10248|202122|2|2021-10-27|BOS|WAS|2021|10|3|Home|5|2|3|1|0|Away|4|1|3|1|0|NBA
2416|201415|2|2015-03-29|PHO|OKC|2015|3|7|Home|74|39|35|1|0|Away|74|36|38|0|1|NBA
5873|201718|2|2018-01-12|ATL|BRK|2018|1|5|Home|42|19|23|1|0|Away|42|22|20|1|0|NBA
4045|201617|2|2016-11-07|WAS|HOU|2016|11|1|Home|6|3|3|1|0|Away|7|1|6|1|0|NBA
8681|201920|2|2020-02-11|NOP|POR|2020|2|2|Home|54|27|27|2|0|Away|55|26|29|1|0|NBA
3721|201516|2|2016-03-26|POR|PHI|2016|3|6|Home|74|35|39|1|0|Away|73|36|37|2|0|NBA
3861|201516|4|2016-04-16|ATL|BOS|2016|4|6|Home|83|42|41|2|0|Away|83|41|42|2|0|NBA
8154|201920|2|2019-11-29|OKC|NOP|2019|11|5|Home|18|10|8|1|0|Away|19|9|10|1|0|NBA
10400|202122|2|2021-11-15|OKC|MIA|2021|11|1|Home|13|7|6|0|1|Away|14|5|9|1|0|NBA
6313|201718|2|2018-03-20|MIN|LAC|2018|3|2|Home|72|36|36|1|0|Away|70|35|35|1|0|NBA
952|201314|2|2014-03-11|MEM|POR|2014|3|2|Home|63|34|29|2|0|Away|64|32|32|1|0|NBA
7222|201819|2|2019-01-15|MIL|MIA|2019|1|2|Home|43|24|19|1|0|Away|42|23|19|2|0|NBA
6237|201718|2|2018-03-09|NOP|WAS|2018|3|5|Home|65|30|35|1|0|Away|66|33|33|2|0|NBA
3997|201617|2|2016-11-01|NOP|MIL|2016|11|2|Home|4|3|1|2|0|Away|4|2|2|1|0|NBA
4707|201617|2|2017-02-04|SAC|GSW|2017|2|6|Home|51|23|28|0|1|Away|51|25|26|1|0|NBA
3398|201516|2|2016-02-06|SAS|LAL|2016|2|6|Home|51|28|23|0|1|Away|53|24|29|1|0|NBA
10306|202122|2|2021-11-03|MIN|LAC|2021|11|3|Home|7|6|1|1|0|Away|7|4|3|1|0|NBA
4671|201617|2|2017-01-31|LAL|DEN|2017|1|2|Home|51|25|26|3|0|Away|47|23|24|2|0|NBA
10293|202122|2|2021-11-01|MIN|ORL|2021|11|1|Home|6|5|1|1|0|Away|8|2|6|1|0|NBA
4644|201617|2|2017-01-27|NOP|SAS|2017|1|5|Home|47|26|21|1|0|Away|46|21|25|2|0|NBA
4360|201617|2|2016-12-19|IND|WAS|2016|12|1|Home|29|15|14|1|0|Away|27|16|11|0|1|NBA
4964|201617|2|2017-03-16|TOR|OKC|2017|3|4|Home|68|34|34|2|0|Away|68|34|34|1|0|NBA
4905|201617|2|2017-03-09|DET|CLE|2017|3|4|Home|65|33|32|0|1|Away|63|33|30|2|0|NBA
1232|201314|4|2014-04-19|LAC|GSW|2014|4|6|Home|83|42|41|2|0|Away|83|41|42|2|0|NBA
9437|202021|2|2021-02-17|GSW|MIA|2021|2|3|Home|29|17|12|1|0|Away|28|14|14|1|0|NBA
9545|202021|2|2021-03-03|SAC|LAL|2021|3|3|Home|35|20|15|2|0|Away|37|19|18|0|1|NBA
5819|201718|2|2018-01-03|UTA|NOP|2018|1|3|Home|38|20|18|3|0|Away|37|18|19|3|0|NBA
3771|201516|2|2016-04-02|POR|MIA|2016|4|6|Home|77|38|39|1|0|Away|76|38|38|0|1|NBA
