uuid|season|g_type|date|team1|team2|year|month|day|t1_loc|t1_sea_g_played|t1_sea_g_played_h|t1_sea_g_played_a|t1_rest_day|t1_b2b|t2_loc|t2_sea_g_played|t2_sea_g_played_h|t2_sea_g_played_a|t2_rest_day|t2_b2b|league
1314|201314|4|2014-05-31|OKC|SAS|2014|5|6|Home|101|51|50|1|0|Away|100|51|49|1|0|NBA
8696|201920|2|2020-02-13|BOS|LAC|2020|2|4|Home|54|28|26|1|0|Away|55|27|28|1|0|NBA
9587|202021|2|2021-03-14|HOU|BOS|2021|3|7|Home|37|16|21|1|0|Away|38|17|21|2|0|NBA
9343|202021|2|2021-02-05|CHO|UTA|2021|2|5|Home|23|12|11|1|0|Away|23|11|12|0|1|NBA
11162|202122|2|2022-03-07|MIA|HOU|2022|3|1|Home|66|30|36|1|0|Away|65|30|35|0|1|NBA
3579|201516|2|2016-03-08|UTA|ATL|2016|3|2|Home|63|32|31|2|0|Away|64|31|33|2|0|NBA
6198|201718|2|2018-03-04|DAL|NOP|2018|3|7|Home|64|33|31|1|0|Away|62|29|33|3|0|NBA
683|201314|2|2014-01-29|TOR|ORL|2014|1|3|Home|45|22|23|1|0|Away|47|23|24|0|1|NBA
10901|202122|2|2022-01-25|GSW|DAL|2022|1|2|Home|48|26|22|1|0|Away|48|24|24|1|0|NBA
3614|201516|2|2016-03-13|BRK|MIL|2016|3|7|Home|66|34|32|1|0|Away|67|32|35|0|1|NBA
4307|201617|2|2016-12-12|HOU|BRK|2016|12|1|Home|25|10|15|1|0|Away|23|12|11|1|0|NBA
1792|201415|2|2014-12-30|POR|TOR|2014|12|2|Home|33|17|16|1|0|Away|32|17|15|1|0|NBA
6445|201718|2|2018-04-06|WAS|ATL|2018|4|5|Home|80|40|40|0|1|Away|80|40|40|1|0|NBA
7471|201819|2|2019-02-25|MEM|LAL|2019|2|1|Home|62|31|31|1|0|Away|60|29|31|1|0|NBA
4569|201617|2|2017-01-17|LAL|DEN|2017|1|2|Home|46|23|23|1|0|Away|40|20|20|0|1|NBA
6076|201718|2|2018-02-09|MIA|MIL|2018|2|5|Home|56|26|30|1|0|Away|54|27|27|2|0|NBA
3628|201516|2|2016-03-15|IND|BOS|2016|3|2|Home|67|31|36|1|0|Away|67|34|33|3|0|NBA
8029|201920|2|2019-11-12|PHI|CLE|2019|11|2|Home|10|4|6|1|0|Away|10|4|6|1|0|NBA
8920|201920|2|2020-08-11|PHI|PHO|2020|8|2|Home|71|34|37|1|0|Away|72|38|34|0|1|NBA
2485|201415|2|2015-04-08|MIL|CLE|2015|4|3|Home|78|39|39|3|0|Away|78|38|40|2|0|NBA
3731|201516|2|2016-03-28|MIA|BRK|2016|3|1|Home|73|38|35|2|0|Away|73|38|35|1|0|NBA
5662|201718|2|2017-12-13|IND|OKC|2017|12|3|Home|28|15|13|2|0|Away|27|13|14|1|0|NBA
3759|201516|2|2016-04-01|CHO|PHI|2016|4|5|Home|75|39|36|2|0|Away|76|37|39|2|0|NBA
520|201314|2|2014-01-08|BRK|GSW|2014|1|3|Home|35|18|17|1|0|Away|38|15|23|0|1|NBA
6878|201819|2|2018-11-28|MIN|SAS|2018|11|3|Home|22|12|10|1|0|Away|21|9|12|1|0|NBA
8556|201920|2|2020-01-24|OKC|ATL|2020|1|5|Home|46|24|22|1|0|Away|46|22|24|1|0|NBA
8344|201920|2|2019-12-26|UTA|POR|2019|12|4|Home|31|15|16|2|0|Away|32|15|17|2|0|NBA
11405|202122|2|2022-04-09|LAC|SAC|2022|4|6|Home|81|40|41|2|0|Away|81|41|40|3|0|NBA
7872|201819|4|2019-05-23|MIL|TOR|2019|5|4|Home|96|49|47|1|0|Away|99|50|49|1|0|NBA
1733|201415|2|2014-12-22|MEM|UTA|2014|12|1|Home|28|15|13|0|1|Away|29|13|16|1|0|NBA
3367|201516|2|2016-02-03|DAL|MIA|2016|2|3|Home|52|24|28|1|0|Away|50|25|25|0|1|NBA
2322|201415|2|2015-03-17|NYK|SAS|2015|3|2|Home|67|32|35|1|0|Away|66|33|33|1|0|NBA
10154|202021|4|2021-06-07|BRK|MIL|2021|6|1|Home|78|40|38|1|0|Away|78|38|40|1|0|NBA
5419|201718|2|2017-11-09|DEN|OKC|2017|11|4|Home|12|7|5|1|0|Away|11|4|7|1|0|NBA
9159|202021|2|2021-01-09|PHI|DEN|2021|1|6|Home|10|6|4|1|0|Away|9|6|3|1|0|NBA
8371|201920|2|2019-12-30|MIN|BRK|2019|12|1|Home|32|15|17|1|0|Away|32|15|17|1|0|NBA
665|201314|2|2014-01-27|PHI|PHO|2014|1|1|Home|45|23|22|1|0|Away|44|22|22|0|1|NBA
7354|201819|2|2019-02-03|BOS|OKC|2019|2|7|Home|53|28|25|1|0|Away|52|24|28|1|0|NBA
4226|201617|2|2016-12-01|UTA|MIA|2016|12|4|Home|20|9|11|1|0|Away|19|9|10|0|1|NBA
2395|201415|2|2015-03-27|HOU|MIN|2015|3|5|Home|72|37|35|1|0|Away|72|36|36|1|0|NBA
8731|201920|2|2020-02-24|LAC|MEM|2020|2|1|Home|57|29|28|1|0|Away|57|29|28|2|0|NBA
3597|201516|2|2016-03-11|LAC|NYK|2016|3|5|Home|64|33|31|1|0|Away|67|34|33|1|0|NBA
11202|202122|2|2022-03-12|SAS|IND|2022|3|6|Home|68|34|34|0|1|Away|68|34|34|3|0|NBA
4032|201617|2|2016-11-05|SAS|LAC|2016|11|6|Home|7|3|4|0|1|Away|6|3|3|0|1|NBA
2868|201516|2|2015-11-27|SAC|MIN|2015|11|5|Home|17|10|7|1|0|Away|16|8|8|1|0|NBA
3001|201516|2|2015-12-16|ATL|PHI|2015|12|3|Home|27|15|12|1|0|Away|27|11|16|1|0|NBA
2999|201516|2|2015-12-15|MIN|DEN|2015|12|2|Home|24|13|11|1|0|Away|25|12|13|0|1|NBA
5324|201718|2|2017-10-26|SAC|NOP|2017|10|4|Home|5|2|3|2|0|Away|5|1|4|1|0|NBA
322|201314|2|2013-12-11|MIN|PHI|2013|12|3|Home|22|11|11|0|1|Away|23|13|10|1|0|NBA
1157|201314|2|2014-04-08|LAL|HOU|2014|4|2|Home|78|39|39|1|0|Away|77|39|38|1|0|NBA
624|201314|2|2014-01-22|NYK|PHI|2014|1|3|Home|42|22|20|1|0|Away|42|20|22|1|0|NBA
2566|201415|4|2015-04-23|BOS|CLE|2015|4|4|Home|85|42|43|1|0|Away|85|43|42|1|0|NBA
818|201314|2|2014-02-21|ORL|NYK|2014|2|5|Home|57|29|28|1|0|Away|55|30|25|1|0|NBA
7539|201819|2|2019-03-06|PHO|NYK|2019|3|3|Home|66|33|33|1|0|Away|65|31|34|1|0|NBA
7282|201819|2|2019-01-23|UTA|DEN|2019|1|3|Home|49|23|26|1|0|Away|46|24|22|3|0|NBA
9852|202021|2|2021-04-16|HOU|DEN|2021|4|5|Home|56|28|28|1|0|Away|56|29|27|1|0|NBA
6247|201718|2|2018-03-11|BOS|IND|2018|3|7|Home|67|35|32|2|0|Away|67|35|32|1|0|NBA
1233|201314|4|2014-04-19|OKC|MEM|2014|4|6|Home|83|42|41|2|0|Away|83|41|42|2|0|NBA
688|201314|2|2014-01-31|DAL|SAC|2014|1|5|Home|48|24|24|1|0|Away|46|25|21|1|0|NBA
7327|201819|2|2019-01-30|NYK|DAL|2019|1|3|Home|50|22|28|1|0|Away|50|25|25|2|0|NBA
2449|201415|2|2015-04-03|LAL|POR|2015|4|5|Home|75|37|38|1|0|Away|75|38|37|1|0|NBA
5676|201718|2|2017-12-15|HOU|SAS|2017|12|5|Home|27|14|13|1|0|Away|29|15|14|2|0|NBA
10718|202122|2|2021-12-31|SAC|DAL|2021|12|5|Home|37|21|16|1|0|Away|35|16|19|1|0|NBA
8138|201920|2|2019-11-27|MEM|LAC|2019|11|3|Home|17|11|6|1|0|Away|19|12|7|0|1|NBA
323|201314|2|2013-12-11|NOP|DET|2013|12|3|Home|20|11|9|3|0|Away|23|12|11|0|1|NBA
6838|201819|2|2018-11-23|IND|SAS|2018|11|5|Home|19|10|9|1|0|Away|18|9|9|1|0|NBA
6671|201819|2|2018-10-31|BRK|DET|2018|10|3|Home|8|3|5|1|0|Away|7|4|3|0|1|NBA
6662|201819|2|2018-10-29|SAS|DAL|2018|10|1|Home|6|4|2|1|0|Away|7|3|4|0|1|NBA
1810|201415|2|2015-01-02|OKC|WAS|2015|1|5|Home|34|17|17|1|0|Away|32|18|14|2|0|NBA
3688|201516|2|2016-03-23|CLE|MIL|2016|3|3|Home|71|36|35|1|0|Away|72|35|37|1|0|NBA
305|201314|2|2013-12-09|PHI|LAC|2013|12|1|Home|22|13|9|1|0|Away|22|10|12|1|0|NBA
8624|201920|2|2020-02-03|LAC|SAS|2020|2|1|Home|50|26|24|1|0|Away|49|26|23|1|0|NBA
2251|201415|2|2015-03-08|GSW|LAC|2015|3|7|Home|61|29|32|1|0|Away|63|32|31|3|0|NBA
9682|202021|2|2021-03-26|GSW|ATL|2021|3|5|Home|46|22|24|0|1|Away|45|20|25|1|0|NBA
4290|201617|2|2016-12-09|SAC|NYK|2016|12|5|Home|22|10|12|1|0|Away|23|13|10|1|0|NBA
7783|201819|2|2019-04-09|NOP|GSW|2019|4|2|Home|82|41|41|1|0|Away|81|41|40|1|0|NBA
10894|202122|2|2022-01-24|CLE|NYK|2022|1|1|Home|48|23|25|1|0|Away|48|26|22|0|1|NBA
10326|202122|2|2021-11-06|CHI|PHI|2021|11|6|Home|9|5|4|2|0|Away|10|5|5|1|0|NBA
2517|201415|2|2015-04-12|LAL|DAL|2015|4|7|Home|80|40|40|1|0|Away|80|40|40|1|0|NBA
292|201314|2|2013-12-07|MIL|BRK|2013|12|6|Home|20|10|10|0|1|Away|20|8|12|1|0|NBA
3444|201516|2|2016-02-19|PHO|HOU|2016|2|5|Home|55|29|26|3|0|Away|56|29|27|3|0|NBA
206|201314|2|2013-11-25|MEM|HOU|2013|11|1|Home|14|7|7|2|0|Away|15|8|7|1|0|NBA
4826|201617|2|2017-02-26|TOR|POR|2017|2|7|Home|59|31|28|1|0|Away|58|27|31|2|0|NBA
4295|201617|2|2016-12-10|LAC|NOP|2016|12|6|Home|24|12|12|2|0|Away|24|13|11|1|0|NBA
10439|202122|2|2021-11-20|SAC|UTA|2021|11|6|Home|17|8|9|0|1|Away|16|8|8|1|0|NBA
8953|201920|4|2020-08-20|IND|MIA|2020|8|4|Home|75|38|37|1|0|Away|75|36|39|1|0|NBA
823|201314|2|2014-02-22|ATL|NYK|2014|2|6|Home|55|27|28|0|1|Away|56|30|26|0|1|NBA
7274|201819|2|2019-01-23|BRK|ORL|2019|1|3|Home|49|25|24|1|0|Away|48|25|23|1|0|NBA
10506|202122|2|2021-11-29|UTA|POR|2021|11|1|Home|21|12|9|1|0|Away|20|10|10|3|0|NBA
6973|201819|2|2018-12-12|CLE|NYK|2018|12|3|Home|28|15|13|1|0|Away|29|13|16|2|0|NBA
4916|201617|2|2017-03-10|MIN|GSW|2017|3|5|Home|64|35|29|1|0|Away|65|30|35|1|0|NBA
5771|201718|2|2017-12-28|BOS|HOU|2017|12|4|Home|39|20|19|0|1|Away|33|18|15|2|0|NBA
10123|202021|4|2021-05-26|PHI|WAS|2021|5|3|Home|74|38|36|2|0|Away|76|37|39|2|0|NBA
60|201314|2|2013-11-06|BOS|UTA|2013|11|3|Home|5|2|3|1|0|Away|5|2|3|0|1|NBA
10231|202122|2|2021-10-24|NYK|ORL|2021|10|7|Home|3|2|1|1|0|Away|3|1|2|1|0|NBA
6793|201819|2|2018-11-17|CHI|TOR|2018|11|6|Home|17|9|8|0|1|Away|17|9|8|0|1|NBA
7788|201819|2|2019-04-10|BRK|MIA|2019|4|3|Home|82|41|41|2|0|Away|82|41|41|0|1|NBA
1162|201314|2|2014-04-09|ATL|BOS|2014|4|3|Home|78|39|39|0|1|Away|78|39|39|3|0|NBA
1883|201415|2|2015-01-12|BRK|HOU|2015|1|1|Home|38|20|18|1|0|Away|38|19|19|1|0|NBA
661|201314|2|2014-01-27|BRK|TOR|2014|1|1|Home|43|22|21|0|1|Away|44|21|23|1|0|NBA
2567|201415|4|2015-04-23|MIL|CHI|2015|4|4|Home|85|42|43|2|0|Away|85|43|42|2|0|NBA
891|201314|2|2014-03-03|MIA|CHA|2014|3|1|Home|57|28|29|1|0|Away|60|29|31|0|1|NBA
3377|201516|2|2016-02-04|PHO|HOU|2016|2|4|Home|51|25|26|1|0|Away|52|28|24|1|0|NBA
6748|201819|2|2018-11-10|SAC|LAL|2018|11|6|Home|13|6|7|0|1|Away|12|6|6|2|0|NBA
4498|201617|2|2017-01-07|CHI|TOR|2017|1|6|Home|37|19|18|2|0|Away|36|17|19|1|0|NBA
9835|202021|2|2021-04-14|DET|LAC|2021|4|3|Home|55|25|30|2|0|Away|57|30|27|0|1|NBA
9349|202021|2|2021-02-05|ORL|CHI|2021|2|5|Home|23|12|11|2|0|Away|21|10|11|1|0|NBA
5690|201718|2|2017-12-16|NYK|OKC|2017|12|6|Home|29|19|10|1|0|Away|29|13|16|0|1|NBA
7855|201819|4|2019-05-07|DEN|POR|2019|5|2|Home|94|48|46|1|0|Away|92|46|46|1|0|NBA
1432|201415|2|2014-11-12|MIN|HOU|2014|11|3|Home|7|3|4|3|0|Away|8|3|5|3|0|NBA
3318|201516|2|2016-01-27|MIN|OKC|2016|1|3|Home|47|25|22|1|0|Away|48|26|22|0|1|NBA
11069|202122|2|2022-02-16|OKC|SAS|2022|2|3|Home|58|28|30|1|0|Away|59|29|30|1|0|NBA
2189|201415|2|2015-02-28|MIN|MEM|2015|2|6|Home|58|30|28|0|1|Away|58|29|29|0|1|NBA
10812|202122|2|2022-01-13|DEN|POR|2022|1|4|Home|40|17|23|1|0|Away|41|25|16|2|0|NBA
2652|201516|2|2015-10-30|BOS|TOR|2015|10|5|Home|2|2|0|1|0|Away|2|1|1|1|0|NBA
6248|201718|2|2018-03-11|BRK|PHI|2018|3|7|Home|67|34|33|2|0|Away|65|30|35|2|0|NBA
1086|201314|2|2014-03-29|HOU|LAC|2014|3|6|Home|72|37|35|1|0|Away|74|36|38|1|0|NBA
1946|201415|2|2015-01-21|CLE|UTA|2015|1|3|Home|43|22|21|1|0|Away|42|19|23|2|0|NBA
3679|201516|2|2016-03-21|IND|PHI|2016|3|1|Home|70|34|36|1|0|Away|71|36|35|0|1|NBA
9515|202021|2|2021-02-27|WAS|MIN|2021|2|6|Home|31|15|16|1|0|Away|34|15|19|2|0|NBA
56|201314|2|2013-11-05|NYK|CHA|2013|11|2|Home|4|3|1|1|0|Away|4|1|3|2|0|NBA
6383|201718|2|2018-03-29|SAS|OKC|2018|3|4|Home|76|38|38|1|0|Away|76|38|38|3|0|NBA
4097|201617|2|2016-11-14|SAS|MIA|2016|11|1|Home|11|6|5|1|0|Away|9|5|4|1|0|NBA
486|201314|2|2014-01-03|LAL|UTA|2014|1|5|Home|33|17|16|2|0|Away|36|16|20|0|1|NBA
3827|201516|2|2016-04-10|LAC|DAL|2016|4|7|Home|80|40|40|1|0|Away|80|40|40|1|0|NBA
5127|201617|2|2017-04-07|DEN|NOP|2017|4|5|Home|79|40|39|1|0|Away|79|41|38|2|0|NBA
5861|201718|2|2018-01-10|GSW|LAC|2018|1|3|Home|42|22|20|1|0|Away|40|20|20|1|0|NBA
512|201314|2|2014-01-07|IND|TOR|2014|1|2|Home|34|18|16|1|0|Away|33|14|19|1|0|NBA
6072|201718|2|2018-02-09|BOS|IND|2018|2|5|Home|57|30|27|0|1|Away|56|30|26|3|0|NBA
3476|201516|2|2016-02-24|CLE|CHO|2016|2|3|Home|56|29|27|1|0|Away|56|28|28|2|0|NBA
3863|201516|4|2016-04-16|OKC|DAL|2016|4|6|Home|83|42|41|3|0|Away|83|41|42|2|0|NBA
2391|201415|2|2015-03-26|MIL|IND|2015|3|4|Home|72|35|37|1|0|Away|72|36|36|0|1|NBA
238|201314|2|2013-11-29|SAC|LAC|2013|11|5|Home|14|9|5|3|0|Away|17|9|8|1|0|NBA
5339|201718|2|2017-10-28|UTA|LAL|2017|10|6|Home|6|3|3|2|0|Away|6|4|2|0|1|NBA
1897|201415|2|2015-01-14|DEN|DAL|2015|1|3|Home|38|20|18|3|0|Away|40|19|21|0|1|NBA
1522|201415|2|2014-11-24|TOR|PHO|2014|11|1|Home|14|10|4|1|0|Away|15|7|8|1|0|NBA
9317|202021|2|2021-02-01|MIL|POR|2021|2|1|Home|20|10|10|1|0|Away|19|10|9|1|0|NBA
4592|201617|2|2017-01-20|NOP|BRK|2017|1|5|Home|44|23|21|1|0|Away|42|22|20|2|0|NBA
6126|201718|2|2018-02-22|SAC|OKC|2018|2|4|Home|58|26|32|3|0|Away|60|30|30|3|0|NBA
5938|201718|2|2018-01-21|BOS|ORL|2018|1|7|Home|47|26|21|2|0|Away|46|20|26|2|0|NBA
7481|201819|2|2019-02-27|CHO|HOU|2019|2|3|Home|61|32|29|1|0|Away|61|30|31|1|0|NBA
8480|201920|2|2020-01-14|LAC|CLE|2020|1|2|Home|41|22|19|1|0|Away|41|20|21|0|1|NBA
8796|201920|2|2020-03-04|CLE|BOS|2020|3|3|Home|62|34|28|1|0|Away|61|30|31|0|1|NBA
4966|201617|2|2017-03-17|DET|TOR|2017|3|5|Home|69|36|33|1|0|Away|69|34|35|0|1|NBA
4812|201617|2|2017-02-25|CLE|CHI|2017|2|6|Home|57|31|26|1|0|Away|59|29|30|0|1|NBA
5285|201718|2|2017-10-21|HOU|DAL|2017|10|6|Home|3|1|2|2|0|Away|3|2|1|0|1|NBA
9885|202021|2|2021-04-20|POR|LAC|2021|4|2|Home|57|29|28|1|0|Away|60|31|29|1|0|NBA
4079|201617|2|2016-11-12|IND|BOS|2016|11|6|Home|10|5|5|0|1|Away|9|4|5|0|1|NBA
5109|201617|2|2017-04-04|UTA|POR|2017|4|2|Home|78|39|39|1|0|Away|78|37|41|0|1|NBA
9178|202021|2|2021-01-12|GSW|IND|2021|1|2|Home|11|7|4|1|0|Away|11|7|4|0|1|NBA
5195|201617|4|2017-04-20|MIL|TOR|2017|4|4|Home|85|42|43|1|0|Away|85|43|42|1|0|NBA
9844|202021|2|2021-04-15|ATL|MIL|2021|4|4|Home|56|25|31|1|0|Away|55|26|29|0|1|NBA
9277|202021|2|2021-01-27|NOP|WAS|2021|1|3|Home|16|6|10|3|0|Away|14|6|8|0|1|NBA
8142|201920|2|2019-11-27|PHO|WAS|2019|11|3|Home|17|11|6|2|0|Away|16|7|9|0|1|NBA
9443|202021|2|2021-02-17|PHI|HOU|2021|2|3|Home|29|14|15|1|0|Away|28|11|17|1|0|NBA
6036|201718|2|2018-02-03|ORL|WAS|2018|2|6|Home|51|23|28|2|0|Away|52|26|26|1|0|NBA
9213|202021|2|2021-01-18|BRK|MIL|2021|1|1|Home|15|11|4|1|0|Away|14|7|7|2|0|NBA
1888|201415|2|2015-01-13|PHI|ATL|2015|1|2|Home|37|18|19|2|0|Away|38|19|19|1|0|NBA
8697|201920|2|2020-02-13|NOP|OKC|2020|2|4|Home|55|28|27|1|0|Away|55|29|26|1|0|NBA
8133|201920|2|2019-11-27|CHO|DET|2019|11|3|Home|19|9|10|1|0|Away|18|8|10|1|0|NBA
7175|201819|2|2019-01-09|BRK|ATL|2019|1|3|Home|43|22|21|1|0|Away|41|17|24|0|1|NBA
1739|201415|2|2014-12-23|LAL|GSW|2014|12|2|Home|28|14|14|1|0|Away|27|11|16|0|1|NBA
6054|201718|2|2018-02-06|GSW|OKC|2018|2|2|Home|54|26|28|2|0|Away|55|28|27|1|0|NBA
4772|201617|2|2017-02-13|MIL|DET|2017|2|1|Home|54|28|26|1|0|Away|56|27|29|0|1|NBA
620|201314|2|2014-01-22|CHA|LAC|2014|1|3|Home|44|23|21|1|0|Away|44|21|23|1|0|NBA
10524|202122|2|2021-12-02|POR|SAS|2021|12|4|Home|22|12|10|1|0|Away|20|10|10|2|0|NBA
7279|201819|2|2019-01-23|NOP|DET|2019|1|3|Home|48|22|26|1|0|Away|47|24|23|1|0|NBA
8926|201920|2|2020-08-12|OKC|MIA|2020|8|3|Home|71|37|34|1|0|Away|72|36|36|1|0|NBA
9425|202021|2|2021-02-15|NYK|ATL|2021|2|1|Home|29|13|16|1|0|Away|27|15|12|1|0|NBA
10489|202122|2|2021-11-27|DAL|WAS|2021|11|6|Home|18|8|10|3|0|Away|20|9|11|0|1|NBA
2693|201516|2|2015-11-04|HOU|ORL|2015|11|3|Home|5|4|1|1|0|Away|5|2|3|0|1|NBA
10001|202021|2|2021-05-05|ATL|PHO|2021|5|3|Home|67|32|35|1|0|Away|65|33|32|0|1|NBA
2459|201415|2|2015-04-04|DET|MIA|2015|4|6|Home|77|38|39|0|1|Away|76|37|39|1|0|NBA
2026|201415|2|2015-01-31|IND|SAC|2015|1|6|Home|49|22|27|1|0|Away|46|25|21|0|1|NBA
3345|201516|2|2016-01-31|LAL|CHO|2016|1|7|Home|50|23|27|1|0|Away|48|24|24|1|0|NBA
7869|201819|4|2019-05-19|TOR|MIL|2019|5|7|Home|97|49|48|1|0|Away|94|48|46|1|0|NBA
3197|201516|2|2016-01-11|CHI|WAS|2016|1|1|Home|36|22|14|1|0|Away|36|19|17|1|0|NBA
4858|201617|2|2017-03-03|MIL|LAC|2017|3|5|Home|60|32|28|1|0|Away|61|29|32|1|0|NBA
3642|201516|2|2016-03-17|ATL|DEN|2016|3|4|Home|69|34|35|0|1|Away|69|35|34|1|0|NBA
9961|202021|2|2021-04-30|BRK|POR|2021|4|5|Home|63|32|31|0|1|Away|63|32|31|1|0|NBA
4128|201617|2|2016-11-18|OKC|BRK|2016|11|5|Home|13|9|4|1|0|Away|12|5|7|2|0|NBA
3390|201516|2|2016-02-06|CLE|NOP|2016|2|6|Home|50|24|26|0|1|Away|50|25|25|1|0|NBA
3386|201516|2|2016-02-05|ORL|LAC|2016|2|5|Home|49|25|24|1|0|Away|50|25|25|1|0|NBA
1243|201314|4|2014-04-22|TOR|BRK|2014|4|2|Home|84|43|41|2|0|Away|84|41|43|2|0|NBA
2828|201516|2|2015-11-22|LAC|TOR|2015|11|7|Home|13|8|5|1|0|Away|15|4|11|1|0|NBA
9137|202021|2|2021-01-06|PHO|TOR|2021|1|3|Home|8|4|4|2|0|Away|7|3|4|1|0|NBA
1770|201415|2|2014-12-27|UTA|PHI|2014|12|6|Home|30|14|16|3|0|Away|29|14|15|0|1|NBA
7350|201819|2|2019-02-02|SAC|PHI|2019|2|6|Home|52|26|26|2|0|Away|53|26|27|1|0|NBA
10970|202122|2|2022-02-03|GSW|SAC|2022|2|4|Home|53|29|24|1|0|Away|54|29|25|0|1|NBA
6450|201718|2|2018-04-07|NYK|MIL|2018|4|6|Home|80|40|40|0|1|Away|80|40|40|1|0|NBA
2742|201516|2|2015-11-10|WAS|OKC|2015|11|2|Home|7|3|4|2|0|Away|8|4|4|1|0|NBA
4371|201617|2|2016-12-20|PHI|NOP|2016|12|2|Home|28|19|9|1|0|Away|30|15|15|1|0|NBA
5208|201617|4|2017-04-24|POR|GSW|2017|4|1|Home|86|43|43|1|0|Away|86|43|43|1|0|NBA
11140|202122|2|2022-03-04|OKC|MIN|2022|3|5|Home|63|31|32|1|0|Away|64|31|33|2|0|NBA
10|201314|2|2013-10-30|NOP|IND|2013|10|3|Home|1|1|0|-1|-1|Away|2|1|1|0|1|NBA
8877|201920|2|2020-08-04|LAC|PHO|2020|8|2|Home|67|34|33|2|0|Away|68|36|32|1|0|NBA
1635|201415|2|2014-12-10|ATL|PHI|2014|12|3|Home|21|12|9|1|0|Away|21|11|10|3|0|NBA
3926|201516|4|2016-05-15|TOR|MIA|2016|5|7|Home|96|49|47|1|0|Away|96|48|48|1|0|NBA
6766|201819|2|2018-11-13|CLE|CHO|2018|11|2|Home|13|7|6|2|0|Away|14|6|8|1|0|NBA
9803|202021|2|2021-04-10|OKC|PHI|2021|4|6|Home|53|28|25|1|0|Away|53|25|28|0|1|NBA
9227|202021|2|2021-01-20|IND|DAL|2021|1|3|Home|14|8|6|2|0|Away|14|4|10|1|0|NBA
7940|201920|2|2019-10-30|PHI|MIN|2019|10|3|Home|4|2|2|1|0|Away|4|1|3|2|0|NBA
47|201314|2|2013-11-04|CLE|MIN|2013|11|1|Home|4|2|2|1|0|Away|4|2|2|0|1|NBA
9326|202021|2|2021-02-02|WAS|POR|2021|2|2|Home|17|9|8|1|0|Away|20|10|10|0|1|NBA
8467|201920|2|2020-01-12|PHO|CHO|2020|1|7|Home|39|23|16|1|0|Away|42|20|22|1|0|NBA
3052|201516|2|2015-12-22|TOR|DAL|2015|12|2|Home|30|14|16|1|0|Away|28|12|16|3|0|NBA
3039|201516|2|2015-12-20|TOR|SAC|2015|12|7|Home|29|13|16|1|0|Away|27|15|12|1|0|NBA
10632|202122|2|2021-12-18|BOS|NYK|2021|12|6|Home|30|13|17|0|1|Away|30|15|15|1|0|NBA
1158|201314|2|2014-04-08|MIA|BRK|2014|4|2|Home|77|39|38|1|0|Away|77|38|39|2|0|NBA
9182|202021|2|2021-01-13|CHO|DAL|2021|1|3|Home|12|6|6|1|0|Away|10|3|7|3|0|NBA
5357|201718|2|2017-10-31|IND|SAC|2017|10|2|Home|7|4|3|1|0|Away|7|3|4|1|0|NBA
4245|201617|2|2016-12-04|DET|ORL|2016|12|7|Home|22|10|12|1|0|Away|21|10|11|1|0|NBA
5960|201718|2|2018-01-24|IND|PHO|2018|1|3|Home|48|25|23|2|0|Away|48|24|24|1|0|NBA
11055|202122|2|2022-02-15|MIA|DAL|2022|2|2|Home|58|26|32|2|0|Away|58|31|27|2|0|NBA
10547|202122|2|2021-12-06|CHO|PHI|2021|12|1|Home|26|10|16|0|1|Away|24|10|14|2|0|NBA
4911|201617|2|2017-03-10|CHI|HOU|2017|3|5|Home|65|33|32|1|0|Away|66|32|34|1|0|NBA
11032|202122|2|2022-02-12|CHI|OKC|2022|2|6|Home|57|29|28|0|1|Away|56|27|29|0|1|NBA
2706|201516|2|2015-11-06|BRK|LAL|2015|11|5|Home|6|3|3|1|0|Away|5|3|2|2|0|NBA
4556|201617|2|2017-01-15|SAC|OKC|2017|1|7|Home|40|20|20|1|0|Away|42|21|21|1|0|NBA
1586|201415|2|2014-12-03|LAC|ORL|2014|12|3|Home|18|9|9|1|0|Away|21|7|14|0|1|NBA
2616|201415|4|2015-05-19|GSW|HOU|2015|5|2|Home|93|47|46|3|0|Away|95|48|47|1|0|NBA
1095|201314|2|2014-03-30|LAL|PHO|2014|3|7|Home|73|36|37|1|0|Away|74|38|36|1|0|NBA
3304|201516|2|2016-01-25|WAS|BOS|2016|1|1|Home|42|24|18|3|0|Away|46|22|24|0|1|NBA
2148|201415|2|2015-02-23|DEN|BRK|2015|2|1|Home|56|27|29|0|1|Away|54|25|29|2|0|NBA
8363|201920|2|2019-12-28|SAS|DET|2019|12|6|Home|31|17|14|1|0|Away|33|18|15|1|0|NBA
3179|201516|2|2016-01-08|WAS|TOR|2016|1|5|Home|34|19|15|1|0|Away|38|17|21|1|0|NBA
1351|201415|2|2014-11-01|MIN|CHI|2014|11|6|Home|3|2|1|1|0|Away|3|1|2|0|1|NBA
7607|201819|2|2019-03-16|UTA|BRK|2019|3|6|Home|69|35|34|1|0|Away|71|37|34|2|0|NBA
1135|201314|2|2014-04-04|MEM|DEN|2014|4|5|Home|76|38|38|1|0|Away|76|38|38|1|0|NBA
9894|202021|2|2021-04-21|POR|DEN|2021|4|3|Home|58|30|28|0|1|Away|58|30|28|1|0|NBA
2995|201516|2|2015-12-14|POR|NOP|2015|12|1|Home|26|12|14|1|0|Away|24|11|13|1|0|NBA
7652|201819|2|2019-03-22|ORL|MEM|2019|3|5|Home|73|38|35|1|0|Away|72|36|36|1|0|NBA
